Species_Name	Phylum	Class	Taxonomic group	Shape	Elongation	Size	Group	Trophism	MFT	Mode of feeding	ability to use NO3 	Harmful
Nitzschia	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	Elongated	length>100	D-XL-8E	autotroph	autotroph	autotroph	autotroph	no_harmful
Oblea	Dinophyta	Dinophyceae	Dinoflagellates	Sphere	No	20<length<100	DN-L-4	autotroph	autotroph	autotroph	autotroph	no_harmful
Odontella	Ochrophyta	Mediophyceae	Diatoms	Prism elliptic base	Elongated	20<length<100	D-L-10E	autotroph	autotroph	autotroph	autotroph	no_harmful
Ollicola_vangoorii	Ochrophyta	Chrysophyceae	Others	Prolate spheroid	No	10>length	O-S-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Ollicola	Ochrophyta	Chrysophyceae	Others	Prolate spheroid	No	10>length	O-S-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oocystis	Chlorophyta	Trebouxiophyceae	Others	Prolate spheroid	No	10<length<20	O-M-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Ornithocercus_thumii_steinii	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere	No	20<length<100	DN-L-6	autotroph	autotroph	autotroph	autotroph	no_harmful
Ostreopsis_ovata	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	mixotroph	CM	not recorded	yes	HAB
Ostreopsis	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum_tesselatum	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum_crassum	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum_longiceps	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum_scolopax	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Oxytoxum_variabile	Dinophyta	Dinophyceae	Dinoflagellates	Prolate spheroid	No	20<length<100	DN-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Paralia	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	No	20<length<100	D-L-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Paralia_sulcata	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	No	20<length<100	D-L-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pediastrum	Chlorophyta	Chlorophyceae	Others	Prism elliptic base	No	20<length<100	O-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Peridiniopsis_penardiformis	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Phaeocystis_pouchetii	Haptophyta	Coccolithophyceae	Others	Sphere	No	10>length	O-S-4	autotroph	autotroph	autotroph	autotroph	HAB
Phalacroma_rotundatum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	HAB
Pinnularia_lata	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	No	20<length<100	D-L-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Pinnularia	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	No	20<length<100	D-L-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Plagioselmis	Cryptophyta	Cryptophyceae	Others	Half sphere_ellipsoid_cone	No	10>length	O-S-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Plagiotropis_lepidoptera	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	No	length>100	D-XL-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Plagiotropis	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	Elongated	10<length>100	D-MXL-10E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pleurosigma_angulatum	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	Elongated	length>100	D-XL-8E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pleurosigma	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	Elongated	length>100	D-XL-8E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pleurosira_laevis	Ochrophyta	Mediophyceae	Diatoms	Prism elliptic base	No	20<length<100	D-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Podocystis	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	No	20<length<100	D-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Podolampas_palmipes	Dinophyta	Dinophyceae	Dinoflagellates	Cone	Elongated	20<length<100	DN-L-1E	autotroph	autotroph	autotroph	autotroph	no_harmful
Podolampas	Dinophyta	Dinophyceae	Dinoflagellates	Cone	Elongated	20<length<100	DN-L-1E	autotroph	autotroph	autotroph	autotroph	no_harmful
Podosira_stelligera	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	No	20<length<100	D-L-12C	autotroph	autotroph	autotroph	autotroph	no_harmful
Preperidinium_meunieri	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Proboscia_indica	Ochrophyta	Mediophyceae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum_maximum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum_compressum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum_cordatum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	mixotroph	CM	engulfment*	yes	HAB
Prorocentrum_laevis_faustiae	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum_lima	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	mixotroph	CM	not recorded	yes	HAB
Prorocentrum_micans	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	20<length<100	DN-L-19	mixotroph	CM	engulfment*	yes	greylist
Prorocentrum_rathymum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum_scutellum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Prorocentrum	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	No	20<length<100	DN-L-5-19	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_bipes	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	10<length<20	DN-M-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_breve	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length<100	DN-L-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_crassipes	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length<100	DN-L-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_divergens	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	20<length<100	DN-L-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_pallidum	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	20<length<100	DN-L-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_conicum	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length<100	DN-L-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_divergens	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	length>100	DN-XL-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_ovum_sfericum	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length<100	DN-L-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length>100	DN-MLXL-17C-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Protoperidinium_steinii	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	No	20<length<100	DN-L-17C	autotroph	autotroph	autotroph	autotroph	no_harmful
Psammothidium	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	No	20<length<100	D-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Pseudo-nitzschia_pungensmultiseries	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	No	length>100	D-XL-SP2	autotroph	autotroph	autotroph	autotroph	no_harmful
Pseudo-nitzschia_seriata	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	No	length>100	D-XL-SP2	autotroph	autotroph	autotroph	autotroph	HAB
Pseudo-nitzschia	Ochrophyta	Bacillariophyceae	Diatoms	Prism parallelogram base	No	length>100	D-XL-SP2	autotroph	autotroph	autotroph	autotroph	no_harmful
Pseudopediastrum_boryanum	Chlorophyta	Chlorophyceae	Others	Prism elliptic base	No	20<length<100	O-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Pseudosolenia_calcar-avis	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pyramimonas	Chlorophyta	Pyramimonadophyceae	Others	Cone	No	10>length	O-S-1	autotroph	autotroph	autotroph	autotroph	no_harmful
Pyrocystis_hamulus	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	length>100	DN-XL-5E	autotroph	autotroph	autotroph	autotroph	no_harmful
Pyrocystis_obtusa	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	20<length<100	DN-L-5E	autotroph	autotroph	autotroph	autotroph	no_harmful
Rhabdonema_adriaticum	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	length>100	D-XL-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Rhizosolenia_bergonii	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Rhizosolenia_imbricata	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Rhizosolenia	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	HAB_non-toxigenic
Rhodomonas	Cryptophyta	Cryptophyceae	Others	Ellipsoid	No	10<length<20	O-M-5	autotroph	autotroph	autotroph	autotroph	no_harmful
Rhoicosphenia_abbreviata	Ochrophyta	Bacillariophyceae	Diatoms	Gomphonemoid	Elongated	20<length<100	D-L-15	autotroph	autotroph	autotroph	autotroph	no_harmful
Scenedesmus	Chlorophyta	Chlorophyceae	Others	Prolate spheroid	No	10>length<20	O-SM-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Schroederia_setigera	Chlorophyta	Chlorophyceae	Others	Double cone	No	10<length<20	O-M-17	autotroph	autotroph	autotroph	autotroph	no_harmful
Scrippsiella	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	20<length<100	DN-L-19	autotroph	autotroph	autotroph	autotroph	no_harmful
Scrippsiella_acuminata	Dinophyta	Dinophyceae	Dinoflagellates	Half sphere_ellipsoid_cone	No	20<length<100	DN-L-19	autotroph	autotroph	autotroph	autotroph	no_harmful
Skeletonema_costatum	Ochrophyta	Mediophyceae	Diatoms	Cylinder	Elongated	20<length<100	D-L-12CE	autotroph	autotroph	autotroph	autotroph	no_harmful
Skeletonema	Ochrophyta	Mediophyceae	Diatoms	Cylinder	Elongated	20<length<100	D-L-12CE	autotroph	autotroph	autotroph	autotroph	NA
Staurastrum	Charophyta	Zygnematophyceae	Others	Double truncated cone	No	20<length<100	O-L-18	autotroph	autotroph	autotroph	autotroph	no_harmful
Stephanopyxis_palmeriana	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12CE	autotroph	autotroph	autotroph	autotroph	no_harmful
Striatella_unipunctata	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	No	length>100	D-XL-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Sundstroemia_setigera	Ochrophyta	Coscinodiscophycidae	Diatoms	Cylinder	Elongated	length>100	D-XL-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Surirella	Ochrophyta	Bacillariophyceae	Diatoms	Prism elliptic base	No	20<length<100	D-L-10	autotroph	autotroph	autotroph	autotroph	no_harmful
Synedra	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	20<length<100	D-L-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Syracosphaera_pulchra	Haptophyta	Coccolithophyceae	Others	Sphere	No	20<length<100	O-L-4	autotroph	autotroph	autotroph	autotroph	no_harmful
Tabellaria_fenestrata	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	No	20<length<100	D-L-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Tabellaria	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	No	20<length>100	D-LXL-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Teleaulax_amphioxeia	Cryptophyta	Cryptophyceae	Others	Half sphere_ellipsoid_cone	No	10>length	O-S-19C	autotroph	autotroph	autotroph	autotroph	no_harmful
Terpsinoë_musica	Ochrophyta	Coscinodiscophycidae	Diatoms	Parallelepiped	No	20<length<100	D-L-7C	autotroph	autotroph	autotroph	autotroph	no_harmful
Terpsinoë	Ochrophyta	Coscinodiscophycidae	Diatoms	Parallelepiped	No	20<length<100	D-L-7C	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetradesmus_lagerheimii	Chlorophyta	Chlorophyceae	Others	Prolate spheroid	No	10<length<20	O-M-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetraëdron_caudatum	Chlorophyta	Chlorophyceae	Others	Parallelepiped	No	10<length<20	O-M-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetraëdron_triangulare	Chlorophyta	Chlorophyceae	Others	Parallelepiped	No	10<length<20	O-M-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetraedron_trigonum	Chlorophyta	Chlorophyceae	Others	Pyramid	No	10<length<20	O-M-2	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetraëdron_minimum	Chlorophyta	Chlorophyceae	Others	Parallelepiped	No	10>length	O-S-7	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetraselmis	Chlorophyta	Chlorodendrophyceae	Others	Prolate spheroid	No	10<length<20	O-M-13	autotroph	autotroph	autotroph	autotroph	HAB_non-toxigenic
Tetrastrum_glabrum	Chlorophyta	Chlorophyceae	Others	Sphere	No	10>length	O-S-4	autotroph	autotroph	autotroph	autotroph	no_harmful
Tetrastrum	Chlorophyta	Chlorophyceae	Others	Sphere	No	10>length	O-S-4	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassionema_frauenfeldii	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	length>100	D-XL-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassionema_nitzschioides	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	20<length<100	D-L-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassionema_pseudonitzschioides	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	20<length<100	D-L-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassionema	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	20<length>100	D-LXL-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassionema_synedriforme	Ochrophyta	Bacillariophyceae	Diatoms	Parallelepiped	Elongated	length>100	D-XL-7E	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassiosira_eccentrica	Ochrophyta	Mediophyceae	Diatoms	Cylinder	No	20<length<100	D-L-12	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassiosira	Ochrophyta	Mediophyceae	Diatoms	Cylinder	No	20<length<100	D-L-12	autotroph	autotroph	autotroph	autotroph	no_harmful
Thalassiosiraceae	Ochrophyta	Mediophyceae	Diatoms	Cylinder	No	20<length<100	D-L-12	autotroph	autotroph	autotroph	autotroph	no_harmful
Toxarium_undulatum	Ochrophyta	Mediophyceae	Diatoms	Prism elliptic base	Elongated	length>100	D-XL-10CE	autotroph	autotroph	autotroph	autotroph	no_harmful
Trachelomonas	Euglenophyta	Euglenophyceae	Others	Ellipsoid	Elongated	20<length<100	O-L-5E	autotroph	autotroph	autotroph	autotroph	no_harmful
Triceratium_favus	Ochrophyta	Coscinodiscophycidae	Diatoms	Prism triangular base	No	length>100	D-XL-9	autotroph	autotroph	autotroph	autotroph	no_harmful
Trichodesmium_erythraeum	Cyanobacteria	Cyanophyceae	Others	Cylinder	Elongated	20<length<100	O-L-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
Trieres_mobiliensis	Ochrophyta	Mediophyceae	Diatoms	Prism elliptic base	Elongated	20<length<100	D-L-10E	autotroph	autotroph	autotroph	autotroph	no_harmful
Tripos_dens	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	length>100	DN-XL-5CE	autotroph	autotroph	autotroph	autotroph	HAB_non-toxigenic
Tripos_furca	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	length>100	DN-XL-5CE	mixotroph	CM	engulfment	yes	HAB_non-toxigenic
Tripos_fusus	Dinophyta	Dinophyceae	Dinoflagellates	Double cone	Elongated	length>100	DN-XL-17E	mixotroph	CM	engulfment	yes	HAB_non-toxigenic
Tripos_gracilis	Dinophyta	Dinophyceae	Dinoflagellates	Cylinder	Elongated	length>100	DN-XL-12CE	autotroph	autotroph	autotroph	autotroph	no_harmful
Tripos_teres	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	length>100	DN-XL-5CE	mixotroph	CM	not recorded	not recorded	no_harmful
Tripos_brevis	Dinophyta	Dinophyceae	Dinoflagellates	Ellipsoid	Elongated	length>100	DN-XL-5CE	autotroph	autotroph	autotroph	autotroph	no_harmful
Tropidoneis	Ochrophyta	Mediophyceae	Diatoms	Prism elliptic base	Elongated	length>100	D-XL-10E	autotroph	autotroph	autotroph	autotroph	no_harmful
Willea_rectangularis	Chlorophyta	Trebouxiophyceae	Others	Cube	No	10>length	O-S-3	autotroph	autotroph	autotroph	autotroph	no_harmful
Woronichinia	Cyanobacteria	Cyanophyceae	Others	Prolate spheroid	No	20<length<100	O-L-13	autotroph	autotroph	autotroph	autotroph	no_harmful
Zygnema	Charophyta	Zygnematophyceae	Others	Cylinder	Elongated	20<length<100	O-L-12E	autotroph	autotroph	autotroph	autotroph	no_harmful
